cod;nome;período;valor
50;MS;1997;128
43;RS;1997;985
42;SC;1997;414
41;PR;1997;612
35;SP;1997;1796
33;RJ;1997;381
32;ES;1997;116
29;BA;1997;211
43;RS;1998;1087
11;RO;1998;65
12;AC;1998;16
13;AM;1998;80
14;RR;1998;20
15;PA;1998;183
16;AP;1998;13
17;TO;1998;29
21;MA;1998;70
22;PI;1998;67
23;CE;1998;265
24;RN;1998;66
25;PB;1998;55
26;PE;1998;274
27;AL;1998;78
28;SE;1998;33
29;BA;1998;147
31;MG;1998;593
32;ES;1998;124
33;RJ;1998;378
35;SP;1998;1747
41;PR;1998;665
42;SC;1998;399
50;MS;1998;112
51;MT;1998;132
52;GO;1998;203
53;DF;1998;88
17;TO;1999;32
41;PR;1999;595
35;SP;1999;1547
33;RJ;1999;316
32;ES;1999;91
31;MG;1999;508
42;SC;1999;386
43;RS;1999;1093
50;MS;1999;145
24;RN;1999;86
51;MT;1999;124
21;MA;1999;69
22;PI;1999;48
23;CE;1999;304
27;AL;1999;67
28;SE;1999;38
52;GO;1999;265
25;PB;1999;58
26;PE;1999;271
53;DF;1999;76
29;BA;1999;154
11;RO;1999;62
12;AC;1999;7
13;AM;1999;54
14;RR;1999;27
15;PA;1999;96
16;AP;1999;11
11;RO;2000;76
53;DF;2000;86
52;GO;2000;327
51;MT;2000;142
50;MS;2000;173
43;RS;2000;1022
42;SC;2000;426
22;PI;2000;74
23;CE;2000;269
24;RN;2000;85
25;PB;2000;37
26;PE;2000;275
27;AL;2000;72
28;SE;2000;48
29;BA;2000;202
31;MG;2000;602
32;ES;2000;106
33;RJ;2000;392
35;SP;2000;1413
21;MA;2000;71
17;TO;2000;38
16;AP;2000;16
15;PA;2000;116
14;RR;2000;22
13;AM;2000;77
12;AC;2000;27
41;PR;2000;586
26;PE;2001;269
27;AL;2001;96
28;SE;2001;69
29;BA;2001;241
31;MG;2001;800
32;ES;2001;116
16;AP;2001;30
33;RJ;2001;457
35;SP;2001;1637
14;RR;2001;17
13;AM;2001;94
12;AC;2001;29
11;RO;2001;76
41;PR;2001;664
15;PA;2001;146
17;TO;2001;47
21;MA;2001;109
22;PI;2001;114
23;CE;2001;376
24;RN;2001;116
25;PB;2001;45
53;DF;2001;79
52;GO;2001;331
51;MT;2001;144
50;MS;2001;138
43;RS;2001;1035
42;SC;2001;463
21;MA;2002;125
53;DF;2002;90
52;GO;2002;381
51;MT;2002;153
50;MS;2002;168
43;RS;2002;1031
42;SC;2002;437
41;PR;2002;579
35;SP;2002;1555
33;RJ;2002;462
32;ES;2002;128
31;MG;2002;803
29;BA;2002;241
28;SE;2002;80
27;AL;2002;84
26;PE;2002;257
25;PB;2002;74
24;RN;2002;105
23;CE;2002;461
22;PI;2002;119
17;TO;2002;50
16;AP;2002;37
15;PA;2002;140
14;RR;2002;19
13;AM;2002;81
12;AC;2002;22
11;RO;2002;44
41;PR;2003;593
43;RS;2003;1035
50;MS;2003;187
51;MT;2003;162
52;GO;2003;328
53;DF;2003;86
11;RO;2003;53
12;AC;2003;26
13;AM;2003;92
14;RR;2003;20
15;PA;2003;137
16;AP;2003;37
17;TO;2003;72
21;MA;2003;90
22;PI;2003;139
23;CE;2003;419
24;RN;2003;148
25;PB;2003;80
26;PE;2003;297
27;AL;2003;68
28;SE;2003;81
29;BA;2003;298
31;MG;2003;948
32;ES;2003;150
33;RJ;2003;357
35;SP;2003;1553
42;SC;2003;405
14;RR;2004;27
53;DF;2004;99
52;GO;2004;334
51;MT;2004;159
50;MS;2004;192
43;RS;2004;1051
42;SC;2004;422
41;PR;2004;678
35;SP;2004;1530
33;RJ;2004;397
32;ES;2004;151
31;MG;2004;906
29;BA;2004;259
28;SE;2004;80
27;AL;2004;94
26;PE;2004;293
25;PB;2004;93
24;RN;2004;115
23;CE;2004;459
22;PI;2004;159
21;MA;2004;99
17;TO;2004;59
16;AP;2004;38
15;PA;2004;136
13;AM;2004;98
12;AC;2004;26
11;RO;2004;63
11;RO;2005;64
25;PB;2005;106
24;RN;2005;161
23;CE;2005;537
22;PI;2005;148
21;MA;2005;116
17;TO;2005;68
16;AP;2005;41
15;PA;2005;166
14;RR;2005;27
13;AM;2005;91
12;AC;2005;19
26;PE;2005;309
27;AL;2005;78
28;SE;2005;81
29;BA;2005;360
31;MG;2005;994
32;ES;2005;166
33;RJ;2005;427
35;SP;2005;1624
41;PR;2005;669
42;SC;2005;449
43;RS;2005;1078
50;MS;2005;194
51;MT;2005;152
52;GO;2005;336
53;DF;2005;89
23;CE;2006;493
24;RN;2006;145
25;PB;2006;130
11;RO;2006;62
12;AC;2006;25
13;AM;2006;100
14;RR;2006;34
15;PA;2006;160
16;AP;2006;25
17;TO;2006;72
21;MA;2006;159
22;PI;2006;181
26;PE;2006;294
53;DF;2006;108
52;GO;2006;293
51;MT;2006;169
50;MS;2006;194
43;RS;2006;1153
42;SC;2006;384
41;PR;2006;594
35;SP;2006;1722
33;RJ;2006;404
32;ES;2006;157
31;MG;2006;1022
29;BA;2006;388
28;SE;2006;76
27;AL;2006;95
26;PE;2007;379
11;RO;2007;42
12;AC;2007;35
13;AM;2007;130
14;RR;2007;43
15;PA;2007;180
16;AP;2007;27
17;TO;2007;85
21;MA;2007;160
22;PI;2007;208
23;CE;2007;525
24;RN;2007;133
25;PB;2007;133
27;AL;2007;109
28;SE;2007;97
29;BA;2007;424
31;MG;2007;1028
32;ES;2007;136
33;RJ;2007;354
35;SP;2007;1708
41;PR;2007;629
42;SC;2007;455
43;RS;2007;1101
50;MS;2007;188
51;MT;2007;153
52;GO;2007;303
53;DF;2007;103
12;AC;2008;33
11;RO;2008;76
53;DF;2008;117
52;GO;2008;378
51;MT;2008;180
50;MS;2008;182
43;RS;2008;1161
42;SC;2008;488
41;PR;2008;596
35;SP;2008;1864
33;RJ;2008;339
32;ES;2008;151
31;MG;2008;1050
29;BA;2008;380
28;SE;2008;108
27;AL;2008;106
26;PE;2008;364
25;PB;2008;156
24;RN;2008;147
23;CE;2008;545
22;PI;2008;217
21;MA;2008;179
17;TO;2008;84
16;AP;2008;31
15;PA;2008;217
14;RR;2008;31
13;AM;2008;148
12;AC;2009;31
53;DF;2009;129
52;GO;2009;307
51;MT;2009;190
50;MS;2009;205
43;RS;2009;1112
42;SC;2009;519
41;PR;2009;648
35;SP;2009;1976
33;RJ;2009;321
32;ES;2009;150
31;MG;2009;1123
29;BA;2009;377
28;SE;2009;111
27;AL;2009;111
26;PE;2009;328
25;PB;2009;166
24;RN;2009;144
23;CE;2009;501
22;PI;2009;207
21;MA;2009;156
17;TO;2009;79
16;AP;2009;26
15;PA;2009;188
14;RR;2009;32
13;AM;2009;152
11;RO;2009;85
33;RJ;2010;509
11;RO;2010;82
29;BA;2010;432
31;MG;2010;1102
32;ES;2010;160
35;SP;2010;1964
41;PR;2010;588
42;SC;2010;530
43;RS;2010;1036
50;MS;2010;188
51;MT;2010;161
52;GO;2010;315
53;DF;2010;148
12;AC;2010;41
13;AM;2010;162
14;RR;2010;34
15;PA;2010;188
16;AP;2010;30
17;TO;2010;87
21;MA;2010;208
22;PI;2010;201
23;CE;2010;488
24;RN;2010;137
25;PB;2010;158
26;PE;2010;285
27;AL;2010;85
28;SE;2010;129
31;MG;2011;1258
53;DF;2011;100
52;GO;2011;338
51;MT;2011;158
50;MS;2011;211
43;RS;2011;1043
42;SC;2011;520
41;PR;2011;593
35;SP;2011;2047
25;PB;2011;163
12;AC;2011;41
13;AM;2011;188
14;RR;2011;34
15;PA;2011;222
16;AP;2011;37
17;TO;2011;92
26;PE;2011;291
33;RJ;2011;433
32;ES;2011;162
11;RO;2011;78
29;BA;2011;432
28;SE;2011;125
27;AL;2011;104
21;MA;2011;218
22;PI;2011;234
23;CE;2011;553
24;RN;2011;177
53;DF;2012;135
33;RJ;2012;463
32;ES;2012;178
31;MG;2012;1264
29;BA;2012;477
28;SE;2012;109
27;AL;2012;109
26;PE;2012;332
25;PB;2012;189
24;RN;2012;171
23;CE;2012;510
22;PI;2012;233
21;MA;2012;206
17;TO;2012;94
16;AP;2012;21
15;PA;2012;240
14;RR;2012;38
13;AM;2012;185
12;AC;2012;43
11;RO;2012;73
52;GO;2012;402
42;SC;2012;548
51;MT;2012;185
41;PR;2012;629
50;MS;2012;210
35;SP;2012;2097
43;RS;2012;1180
42;SC;2013;568
11;RO;2013;86
12;AC;2013;44
13;AM;2013;225
14;RR;2013;33
15;PA;2013;232
16;AP;2013;45
17;TO;2013;94
21;MA;2013;242
22;PI;2013;227
23;CE;2013;590
24;RN;2013;157
25;PB;2013;199
26;PE;2013;320
27;AL;2013;143
28;SE;2013;125
29;BA;2013;491
31;MG;2013;1159
32;ES;2013;158
33;RJ;2013;437
35;SP;2013;2205
41;PR;2013;655
43;RS;2013;1142
50;MS;2013;228
51;MT;2013;177
52;GO;2013;427
53;DF;2013;124
33;RJ;2014;522
32;ES;2014;172
31;MG;2014;1357
29;BA;2014;448
28;SE;2014;110
27;AL;2014;118
26;PE;2014;325
25;PB;2014;158
24;RN;2014;169
23;CE;2014;566
22;PI;2014;244
21;MA;2014;255
17;TO;2014;85
16;AP;2014;34
15;PA;2014;208
14;RR;2014;15
13;AM;2014;233
12;AC;2014;49
11;RO;2014;84
53;DF;2014;135
52;GO;2014;454
51;MT;2014;157
50;MS;2014;204
43;RS;2014;1112
42;SC;2014;587
41;PR;2014;620
35;SP;2014;2232
41;PR;2015;716
32;ES;2015;189
31;MG;2015;1303
29;BA;2015;503
28;SE;2015;120
27;AL;2015;116
26;PE;2015;308
25;PB;2015;221
24;RN;2015;156
23;CE;2015;565
22;PI;2015;271
21;MA;2015;280
17;TO;2015;99
16;AP;2015;53
15;PA;2015;266
14;RR;2015;52
13;AM;2015;263
12;AC;2015;39
11;RO;2015;109
33;RJ;2015;531
53;DF;2015;130
52;GO;2015;435
51;MT;2015;145
50;MS;2015;230
43;RS;2015;1141
42;SC;2015;637
35;SP;2015;2300
26;PE;2016;396
11;RO;2016;103
12;AC;2016;56
13;AM;2016;194
14;RR;2016;59
15;PA;2016;277
16;AP;2016;36
17;TO;2016;101
21;MA;2016;294
22;PI;2016;321
23;CE;2016;590
24;RN;2016;181
25;PB;2016;181
27;AL;2016;112
28;SE;2016;115
29;BA;2016;532
31;MG;2016;1302
32;ES;2016;175
33;RJ;2016;573
35;SP;2016;2199
41;PR;2016;760
42;SC;2016;674
43;RS;2016;1168
50;MS;2016;223
51;MT;2016;178
52;GO;2016;481
53;DF;2016;152
26;PE;2017;438
27;AL;2017;104
28;SE;2017;127
53;DF;2017;168
52;GO;2017;497
51;MT;2017;197
50;MS;2017;259
43;RS;2017;1349
42;SC;2017;739
41;PR;2017;774
35;SP;2017;2306
33;RJ;2017;607
32;ES;2017;207
31;MG;2017;1515
29;BA;2017;603
11;RO;2017;113
12;AC;2017;64
13;AM;2017;207
14;RR;2017;50
15;PA;2017;301
16;AP;2017;46
17;TO;2017;115
21;MA;2017;318
22;PI;2017;317
23;CE;2017;644
24;RN;2017;180
25;PB;2017;250
51;MT;2018;226
52;GO;2018;499
53;DF;2018;187
11;RO;2018;125
12;AC;2018;59
13;AM;2018;234
14;RR;2018;37
15;PA;2018;350
16;AP;2018;62
17;TO;2018;124
21;MA;2018;313
22;PI;2018;331
23;CE;2018;655
24;RN;2018;196
25;PB;2018;237
26;PE;2018;430
27;AL;2018;137
28;SE;2018;134
29;BA;2018;563
31;MG;2018;1530
32;ES;2018;239
33;RJ;2018;699
35;SP;2018;2207
41;PR;2018;915
42;SC;2018;735
43;RS;2018;1241
50;MS;2018;268
27;AL;2019;129
35;SP;2019;2378
33;RJ;2019;572
25;PB;2019;251
24;RN;2019;204
23;CE;2019;628
22;PI;2019;328
21;MA;2019;334
17;TO;2019;134
16;AP;2019;61
15;PA;2019;348
14;RR;2019;50
13;AM;2019;253
12;AC;2019;72
11;RO;2019;140
32;ES;2019;248
31;MG;2019;1732
29;BA;2019;649
28;SE;2019;116
41;PR;2019;944
42;SC;2019;798
43;RS;2019;1425
50;MS;2019;263
51;MT;2019;241
52;GO;2019;580
53;DF;2019;199
26;PE;2019;443
